Date,Price,Open,High,Low,Vol.,Change %
9/25/2022,1,1.0003,1.0003,0.9994,1.03M,-0.03%
9/24/2022,1.0003,1,1.0003,0.9999,1.94M,0.03%
9/23/2022,1,0.9999,1.0003,0.9995,6.37M,0.02%
9/22/2022,0.9998,0.9999,1,0.9984,1.15M,0.00%
9/21/2022,0.9999,0.9999,1.0002,0.9996,2.02M,0.00%
9/20/2022,0.9999,0.9999,1.0003,0.9995,1.58M,0.00%
9/19/2022,0.9999,0.9999,1,0.9991,1.33M,-0.01%
9/18/2022,1,0.9997,1.0002,0.9994,1.21M,0.03%
9/17/2022,0.9997,1,1.0002,0.9996,945.72K,-0.03%
9/16/2022,1,0.9998,1.0004,0.9985,1.47M,0.02%
9/15/2022,0.9998,0.9996,1.0001,0.9987,3.81M,0.02%
9/14/2022,0.9996,0.9999,1,0.9986,1.88M,-0.03%
9/13/2022,0.9999,0.9999,1.0002,0.9992,4.29M,0.00%
9/12/2022,0.9999,1,1.0001,0.9995,2.57M,-0.01%
9/11/2022,1,0.9999,1.0001,0.9991,1.77M,0.01%
9/10/2022,0.9999,0.9998,1.0001,0.9989,2.60M,0.01%
